premise,hypothesis,gold_label,pred_label
The whole idea of such a procedure is enough to make one sweat bullets.,The procedure has a mediocre success rate.,neutral,neutral
"My mom believes me, because she knows I'll go.","My mother knows I'll go, and she believes me.",entailment,entailment
"Uh, I loved the part where they would, you know, make things out of nothing.",No other part was anywhere near as impressive as the one where things were produced out of nothing. ,neutral,neutral
"Now you're in, in what grade?",You dropped out of school.,contradiction,neutral
Both unions established a foothold in the industry because they represented strategic workers in the apparel production  the skilled cutter working inside manufacturers' plants.,The unions failed to gain traction in the industry due to a lack of skilled labor.,contradiction,contradiction
"Again, the time it takes managers to reach a decision is what determines the length of this process.",Most managers take 3-5 days to make a decision.,neutral,neutral
"hydrox It is wildly improbable that this is the name of a cookie and not a many-headed, bovine monster.",The name of the cookie reminds me of a movie about monsters I once watched.,neutral,neutral
"Cameron can find his way out of a crowded reception faster than a waiter with an empty hord d'oeuvre tray, and can locate Miyares' van is a crowded parking lot with a simple command. ",Anyone can find Miyares' van in a crowded parking lot.,neutral,neutral
"she said to them, because of you we're going to die too, through no fault of our own!",She said because of all of you we're going to live!,contradiction,contradiction
A more convincing case for Latin studies can be made on other grounds (if the study of ANY language requires pleading).,There are no cases nearly as convincing for Latin studies that reside on other grounds.,contradiction,contradiction
"There is no arguing with taste, but even those who support the second tenet must admit that if researchers felt that way about cancer, syphilis, and AIDS, there would not be much point to research at all.","The second tenet goes against the fundamental scientific principle, it's useful on paper, but destructive in practice.",neutral,neutral
Two minutes later the transponder was turned off and even primary radar contact with the aircraft was lost.,Primary radar contact with the aircraft was lost.,entailment,entailment
The Chairman was out of the country.,The spokesperson had flown out of the country the day before.,neutral,neutral
"once in a blue moon , listed under moon in L ) may be listed elsewhere (under blue moon in W).","The phrase ""once in a blue moon"" may be listed elsewhere. ",entailment,entailment
"The people of Batavia on the Hopi Reservation in northern Arizona were motivated by their desire to rekindle traditional cultural values among younger generations when, with the help of Futures for Children, they decided to restore traditional terrace gardens at the edge of their village -gardens that had been abandoned for decades.",People on the Hopi Reservation think their culture should be preserved.,entailment,neutral
"He moved on to open his own retail stores, restaurants, sales organizations, a manufacturing company and a public relations firm.",He has never started his own business initiative. ,contradiction,contradiction
